ID,TITLE,ACTIVE,URL_web,URL_facebook,URL_twitter,URL_youtube,URL_instagram,URL_telegram,URL_tiktok,URL_linkedin,DATE_START_year_offline,DATE_START_year_digital,DATE_START_day_digital,DATE_END_year_digital,DATE_END_day_digital,LOCATION_country,LOCATION_company_address,LOCATION_company_zipcode,LOCATION_town,REACH,NATIVE,PUBLISHER_media_group,PUBLISHER_company_name,PODCAST_offered,PODCAST_native,TOPIC_general_information,TOPIC_special_topic,TOPIC_special_topic_description,OWNERSHIP,DNR,ID_original,lat,lng,REVENUE_specify_other,LANGUAGE_specify_other,createdAt,updatedAt,publishedAt,platforms,languages,revenues,province,region,,,,,,,,,,,,
2398,La Vida en Rosa,true,http://revistalvr.es,https://www.facebook.com/Revista-LVR-asociaci%C3%B3n-club-rose-423868817717442,https://twitter.com/RevistaLVR,https://www.youtube.com/channel/UC-3x74y1Idd7yEfhqrdbvpQ,https://www.instagram.com/revistalvr/,,,,,2016,,,,ES,"Gran Vía 6, planta 4, 28013 Madrid",28013,Madrid,national,false,,,false,false,false,Salud,oncología femenina,,false,ES_1938,40.4195131,-3.6978611,,,2022-09-06T09:16:37.461Z,2023-01-27T11:12:01.023Z,2022-09-06T09:22:58.469Z,"web, print",spanish,"advertising, suscription_membership_payment",Madrid,Madrid, Comunidad de,,,,,,,,,,,
2399,La Vila,false,http://www.lavila.cat/,https://www.facebook.com/la.vila.31,https://twitter.com/periodiclavila,,,,,,,,,2019,2019-06-25,ES,"Pere III el Gran, 8 - Salou 43840",43840,Salou,local,false,,Edicions i Comunicació Costa Daurada S.L.,,,,,,private,false,ES_1939,41.0773394,1.1346649,,,2022-09-06T09:22:03.089Z,2023-01-27T11:11:22.373Z,2022-09-06T09:22:58.469Z,web,catalan,,Tarragona,Cataluña,,,,,,,,,,,,
2400,La Vila Digital,true,http://laviladigital.com/,https://www.facebook.com/laviladigital,https://twitter.com/la_vila_digital,,,,,,,2001,,,,ES,"Esteve Cardelús, 6 - 08470 – Sant Celoni",8470,Sant Celoni,local,false,,,false,false,true,General,,,false,ES_1940,41.69275,2.4933599,,,2022-09-06T09:22:32.264Z,2023-01-27T11:11:13.289Z,2022-09-06T09:22:58.469Z,"web, print",catalan,advertising,Barcelona,Cataluña,,,,,,,,,,,,
2401,La Voz,true,http://lavoz.cat/,https://www.facebook.com/lavoz.cat,https://twitter.com/lavozcat,https://www.youtube.com/channel/UCJ-dcYZ8C6TLIxtr_WtuzLw,https://www.instagram.com/lavozcastelldefels/,,,,,2007,,,,ES,"Llibertat, 13 entl. E - 08860 Castelldefels – Barcelona",8860,Castelldefels,local,false,,,false,false,true,General,,,false,ES_1941,41.2792267,1.9636914,,,2022-09-06T09:22:12.235Z,2023-01-27T11:11:13.309Z,2022-09-06T09:22:58.469Z,"print, web",catalan,,Barcelona,Cataluña,,,,,,,,,,,,
2402,La Voz de A Coruña,true,http://www.lavozdegalicia.es/coruna/,https://www.facebook.com/vozcoruna,https://twitter.com/vozcoruna,https://www.youtube.com/channel/UC9FB2JlX3j3pL80mBtRiEfw,https://www.instagram.com/lavozdegalicia/,,,,,,,,,ES,"Avda de la Prensa, Poligono Industrial de Sabón, par. 84-85, 15142 Arteijo, La Coruña",15142,A Coruña,local,false,Corporación Voz de Galicia,La Voz de Galicia S.A.,false,false,true,General,,,false,ES_1942,43.314521,-8.5000668,e-tienda,,2022-09-06T08:54:34.220Z,2023-01-27T11:11:34.209Z,2022-09-06T09:22:58.469Z,"app, web, radio, print","spanish, galician","ecommerce, suscription_membership_payment, advertising",A Coruña,Galicia,,,,,,,,,,,,
2403,La Voz de Almería,true,http://www.lavozdealmeria.es/,https://www.facebook.com/lavozdealmeria,https://twitter.com/lavozdealmeria,https://www.youtube.com/user/videoslavoz,https://instagram.com/lavozdealmeria,,,,,2005,,,,ES,Avda. del Mediterráneo nº 159 -04007 Almería,4007,Almería,local,false,,"LA VOZ DE ALMERÍA, SLU., S.A",false,false,true,General,,,false,ES_1944,36.8353287,-2.4478219,e-tienda,,2022-09-06T09:17:09.161Z,2023-01-27T11:10:37.236Z,2022-09-06T09:22:58.469Z,"web, print, app",spanish,"advertising, suscription_membership_payment, ecommerce",Almería,Andalucía,,,,,,,,,,,,
2404,La Voz de A Mariña,true,http://www.lavozdegalicia.es/amarina/,https://www.facebook.com/vozamarina,https://twitter.com/vozamarina,https://www.youtube.com/channel/UC9FB2JlX3j3pL80mBtRiEfw,https://www.instagram.com/lavozdegalicia/,,,,,,,,,ES,"Avda de la Prensa, Poligono Industrial de Sabón, par. 84-85, 15142 Arteijo, La Coruña",15142,"Barreiros, Burela, Cervo, Foz, Mondoñedo, Ribadeo, O Valadouro, Viveiro",local,false,Corporación Voz de Galicia,La Voz de Galicia S.A.,false,false,true,General,,,false,ES_1943,43.314521,-8.5000668,e-tienda,,2022-09-06T08:54:34.265Z,2023-01-27T11:11:34.229Z,2022-09-06T09:22:58.469Z,"print, app, radio, web","spanish, galician","suscription_membership_payment, advertising, ecommerce",A Coruña,Galicia,,,,,,,,,,,,
2405,La Voz de Arousa,true,http://www.lavozdegalicia.es/arousa/,https://www.facebook.com/vozarousa,https://twitter.com/vozarousa,https://www.youtube.com/channel/UC9FB2JlX3j3pL80mBtRiEfw,https://www.instagram.com/lavozdegalicia/,,,,,,,,,ES,"Avda de la Prensa, Poligono Industrial de Sabón, par. 84-85, 15142 Arteijo, La Coruña",15142,"Cambados, Catoira, Pontecesures, O Grove, Ribadumia, Valga, Vilagarcía, Vilanova",local,false,Corporación Voz de Galicia,La Voz de Galicia S.A.,false,false,true,General,,,false,ES_1945,43.314521,-8.5000668,e-tienda,,2022-09-06T08:54:34.300Z,2023-01-27T11:11:34.250Z,2022-09-06T09:22:58.469Z,"print, web, app, radio","spanish, galician","donations, advertising, ecommerce, suscription_membership_payment",A Coruña,Galicia,,,,,,,,,,,,
2406,La Voz de Asturias,true,http://www.lavozdeasturias.es/,https://www.facebook.com/lavozdeasturias,https://twitter.com/lavozdeasturias,,,,,,,2001,,,,ES,"Calle San Francisco, 13 4ºA, 33003 Oviedo, Asturias",33003,Oviedo,local,false,,"EDICIONES PERIÓDICAS DEL NOROESTE, SL",true,true,true,General,,private,false,ES_1946,43.3618281,-5.8471066,,,2022-09-06T09:11:05.453Z,2023-01-27T11:10:49.971Z,2022-09-06T09:22:58.469Z,"print, web","spanish, asturian",advertising,Asturias,Asturias, Principado de,,,,,,,,,,,
2407,La Voz de Avilés,true,http://www.elcomercio.es/aviles/,https://www.facebook.com/lavozdeaviles,https://twitter.com/lavozdeaviles,https://www.youtube.com/user/ElComercioDigital,https://www.instagram.com/elcomerciodigit/,http://www.elcomercio.es/aviles/,,,,,,,,ES,"Diario El comercio, número 1 CP 33207, Gijón, Asturias",33207,Avilés,local,false,Vocento,EL COMERCIO S.A.,false,false,true,General,,,false,ES_1947,43.539171,-5.67244,e-tienda,,2022-09-06T09:11:07.026Z,2023-01-27T11:10:49.990Z,2022-09-06T09:22:58.469Z,"web, app, print",spanish,"ecommerce, advertising, suscription_membership_payment",Asturias,Asturias, Principado de,,,,,,,,,,,
2408,La Voz de Barbanza,true,http://www.lavozdegalicia.es/barbanza/,https://www.facebook.com/vozbarbanza,https://twitter.com/vozbarbanza,https://www.youtube.com/channel/UC9FB2JlX3j3pL80mBtRiEfw,https://www.instagram.com/lavozdegalicia/,,,,,,,,,ES,"Avda de la Prensa, Poligono Industrial de Sabón, par. 84-85, 15142 Arteijo, La Coruña",15142,"Boiro, Muros, Noia, A Pobra, Porto do Son, Rianxo, Ribeira",local,false,Corporación Voz de Galicia,La Voz de Galicia S.A.,false,false,true,General,,,false,ES_1948,43.314521,-8.5000668,e-tienda,,2022-09-06T08:54:34.341Z,2023-01-27T11:11:34.269Z,2022-09-06T09:22:58.469Z,"print, app, web, radio","spanish, galician","advertising, suscription_membership_payment, ecommerce",A Coruña,Galicia,,,,,,,,,,,,
2409,La Voz de Binéfar,false,http://www.lavozdebinefar.es/,https://www.facebook.com/ayuntamientobinefar,https://twitter.com/aytobinefar,,,,,,,,,2017,2017-06-26,ES,"Plaza España 1, 22500 Binéfar (Huesca)",22500,Binéfar,local,false,,,,,,,,,false,ES_1949,41.8515932,0.2932279,,,2022-09-06T09:21:58.962Z,2023-01-27T11:10:47.116Z,2022-09-06T09:22:58.469Z,web,spanish,,Huesca,Aragón,,,,,,,,,,,,
2410,La Voz de Cádiz,true,http://www.lavozdigital.es/,https://www.facebook.com/lavozdecadiz,https://twitter.com/LaVozdeCadiz,,https://instagram.com/lavozdecadiz,,,,,2004,,,,ES,"Glorieta de la Zona Franca, Edificio Glorieta s/n 4ª Pta. 11.011 CADIZ",11011,Cádiz,local,false,Vocento,LVCD SLU,false,false,true,General,,private,false,ES_1950,36.5992305,-6.2203295,e-tienda,,2022-09-06T09:11:01.098Z,2023-01-27T11:10:38.777Z,2022-09-06T09:22:58.469Z,"print, app, web",spanish,"ecommerce, advertising",Cádiz,Andalucía,,,,,,,,,,,,
2411,La Voz de Campos del Río,false,http://lavozcamposdelrio.es/,https://www.facebook.com/La-voz-de-Campos-del-r%C3%ADo-517275451773297,https://twitter.com/voz_campos,,,,,,,,,,,ES,,,Campos del Río,local,,,,,,,,,,false,ES_1951,38.0408439,-1.3529523,,,2022-09-06T09:21:41.500Z,2023-01-27T11:12:10.888Z,2022-09-06T09:22:58.469Z,web,spanish,,Murcia,Murcia, Región de,,,,,,,,,,,
2412,La Voz de Canarias,false,http://www.lavozdecanarias.es/,https://www.facebook.com/ElDigitaldeTenerife,,,,,,,,,,,,ES,,,Tenerife,local,true,,,,,,,,private,false,ES_1952,28.2915637,-16.6291304,,,2022-09-06T08:54:02.901Z,2023-01-27T11:10:58.406Z,2022-09-06T09:22:58.469Z,web,spanish,,Santa Cruz de Tenerife,Canarias,,,,,,,,,,,,
2413,La Voz de Carballo,true,http://www.lavozdegalicia.es/carballo/,https://www.facebook.com/vozcarballo,https://twitter.com/vozcarballo,https://www.youtube.com/channel/UC9FB2JlX3j3pL80mBtRiEfw,https://www.instagram.com/lavozdegalicia/,,,,,,,,,ES,"Calle de la Gran Vía, 84, 15100 Carballo, La Coruña",15100,"Carballo, A Laracha, Camariñas, Cee, Cerceda, Fisterra, Malpica, Muxía, Ponteceso, Vimianzo",local,false,Corporación Voz de Galicia,La Voz de Galicia S.A.,false,false,true,General,,,false,ES_1953,43.214682,-8.6875229,e-tienda,,2022-09-06T08:54:27.406Z,2023-01-27T11:11:34.289Z,2022-09-06T09:22:58.469Z,"web, app, radio, print","spanish, galician","advertising, suscription_membership_payment, ecommerce",A Coruña,Galicia,,,,,,,,,,,,
2414,La Voz de Castilla,false,http://www.lavozdecastilla.com/,,https://twitter.com/lavozdecastilla,,,,,,,,,,,ES,,,,local,true,,,,,,,,,false,ES_1954,,,,,2022-09-06T09:22:53.199Z,2023-01-27T11:12:15.097Z,2022-09-06T09:22:58.469Z,web,spanish,,ES Unknown,,,,,,,,,,,,,
2415,La Voz de Córdoba,true,http://www.lavozdecordoba.es/,https://www.facebook.com/lavozdecordoba.es,https://twitter.com/_lavozdecordoba,https://www.youtube.com/channel/UCaIRQYo3sKd9fE1fHAgZa7g,https://www.instagram.com/lavozdecordoba/,https://t.me/lavozdecordoba,,,,2016,2016-09-01,,,ES,"Av. Ronda de los Tejares, 16, 14001 Córdoba",14001,Córdoba,local,true,,"La Voz de Córdoba, S.L.",true,true,true,General,,private,false,ES_1955,37.8897334,-4.7769256,,,2022-09-06T09:11:13.913Z,2023-01-27T11:10:39.970Z,2022-09-06T09:22:58.469Z,web,spanish,advertising,Córdoba,Andalucía,,,,,,,,,,,,
2416,La Voz de Deza,true,http://www.lavozdegalicia.es/deza/,https://www.facebook.com/vozdeza,https://twitter.com/vozdeza,https://www.youtube.com/channel/UC9FB2JlX3j3pL80mBtRiEfw,https://www.instagram.com/lavozdegalicia/,,,,,,,,,ES,"Calle de Wenceslao Calvo Garra, 5, 36519 Lalín, Pontevedra",36519,A Estrada,local,false,Corporación Voz de Galicia,La Voz de Galicia S.A.,false,false,true,General,,,false,ES_1956,42.6619091,-8.1112403,e-tienda,,2022-09-06T08:54:42.865Z,2023-01-27T11:11:34.310Z,2022-09-06T09:22:58.469Z,"web, app, radio, print","galician, spanish","advertising, suscription_membership_payment, ecommerce",A Coruña,Galicia,,,,,,,,,,,,
2417,La Voz de Ferrol,true,http://www.lavozdegalicia.es/ferrol/,https://www.facebook.com/vozferrol,https://twitter.com/vozferrol,https://www.youtube.com/channel/UC9FB2JlX3j3pL80mBtRiEfw,https://www.instagram.com/lavozdegalicia/,,,,,,,,,ES,"Rúa Manuel de Cal, 5-7, 15403 Ferrol, A Coruña",15403,"Ferrol, As Pontes, Cedeira, Fene, Narón, Ortigueira, Pontedeume",local,false,Corporación Voz de Galicia,La Voz de Galicia S.A.,false,false,true,General,,,false,ES_1957,43.4836668,-8.2307702,e-tienda,,2022-09-06T08:54:41.696Z,2023-01-27T11:11:34.331Z,2022-09-06T09:22:58.469Z,"web, print, radio, app","galician, spanish","suscription_membership_payment, advertising, ecommerce",A Coruña,Galicia,,,,,,,,,,,,
2418,La Voz de Galicia,true,http://www.lavozdegalicia.es/,https://www.facebook.com/lavozdegalicia,https://twitter.com/lavozdegalicia,https://www.youtube.com/channel/UC9FB2JlX3j3pL80mBtRiEfw,https://www.instagram.com/lavozdegalicia/,,,,,2000,2000-05-17,,,ES,"Avda de la Prensa, Poligono Industrial de Sabón, par. 84-85, 15142 Arteijo, La Coruña",15142,Arteixo,local,false,Corporación Voz de Galicia,La Voz de Galicia S.A.,true,false,true,General,,,true,ES_1958,43.3229835,-8.4902314,e-tienda,,2022-09-06T08:54:34.712Z,2023-01-27T11:11:34.351Z,2022-09-06T09:22:58.469Z,"radio, print, app, web","galician, spanish","ecommerce, suscription_membership_payment, advertising, branded_content",A Coruña,Galicia,,,,,,,,,,,,
2419,La Voz de Gijón,true,http://www.lavozdegijon.es/,https://www.facebook.com//lavozdegijon,https://twitter.com/LaVozdeGijon,https://www.youtube.com/user/LaVozdeGijon,https://www.instagram.com/lavozdegijon/,,,,,2015,2015-06-03,,,ES,"Nora 33937, Bendición – Siero (ASTURIAS)",33937,Gijón,local,true,,Expendedoras Asturianas S.L.,false,false,true,General,,private,false,ES_1959,43.3694323,-5.6965511,,,2022-09-06T09:11:06.750Z,2023-01-27T11:10:50.011Z,2022-09-06T09:22:58.469Z,web,spanish,advertising,Asturias,Asturias, Principado de,,,,,,,,,,,
2420,La Voz de Hoy,false,http://lavozdehoy.com/,https://www.facebook.com/lavozdegijon,https://twitter.com/lavozdehoy,,,,,,,,,2019,2019-06-21,ES,"Arroyo Totalán, 2 - La Cala del Moral 29720 Málaga",29720,"Rincon de la Victoria, Málaga",hyperlocal,true,,Victoria Contreras Blancas,,,,,,,false,ES_1960,36.7158254,-4.3154827,,,2022-09-06T09:11:19.213Z,2023-01-27T11:10:43.864Z,2022-09-06T09:22:58.469Z,web,spanish,,Málaga,Andalucía,,,,,,,,,,,,
2421,La Voz de la A6,true,https://lavozdelaa6.es/,https://www.facebook.comlavozdelaa6#,https://twitter.com/lavozdelaa6,,,,,,,2016,,,,ES,"Mar Cantábrico, 11- 28250 Torrelodones (Madrid)",28250,,local,false,," EMPE, S.L.",false,false,true,General,,,false,ES_1961,40.5810766,-3.9276582,,,2022-09-06T09:11:22.820Z,2023-01-27T11:12:01.045Z,2022-09-06T09:22:58.469Z,"web, print",spanish,advertising,Madrid,Madrid, Comunidad de,,,,,,,,,,,
2422,La Voz de la Mancha,false,http://www.vozdelamancha.com/,https://www.facebook.com/vozdelamancha,https://twitter.com/vozdelamancha,,,,,,,,,,,ES,Polígono Industrial San José. Despacho nº 3        San Clemente        Cuenca        16600,16600,Cuenca,local,true,,VOZ DE LA MANCHA,,,,,,,false,ES_1962,39.4016527,-2.428283,,,2022-09-06T09:17:10.029Z,2023-01-27T11:11:02.611Z,2022-09-06T09:22:58.469Z,web,spanish,,Cuenca,Castilla - La Mancha,,,,,,,,,,,,
2423,La Voz de la Merindad,true,http://merindad.com/,https://www.facebook.com/lavozdelamerindad,https://twitter.com/RevistaMerindad,,https://www.instagram.com/lamerindad/,,,,,2005,,,,ES,"Escuela María, 5 - 31300 Tafalla. Navarra",31300,Tafalla,local,false,,Asociación Cultural Merindad,false,false,true,General,,private,false,ES_1963,42.5265155,-1.6776822,,,2022-09-06T09:21:37.812Z,2023-01-27T11:12:12.282Z,2022-09-06T09:22:58.469Z,"print, web","spanish, basque",advertising,Navarra,Navarra, Comunidad Foral de,,,,,,,,,,,
2424,La Voz de Lanzarote,true,http://www.lavozdelanzarote.com/,https://www.facebook.com/lavozdelanzarote,https://twitter.com/lavozdelanzarot,https://www.youtube.com/lavozdelanzarotetv,https://www.youtube.com/lavozdelanzarotetv,,,,,1996,,,,ES,"Edificio El Islote, Av. Fred Olsen, 6, 35500 Arrecife, Las Palmas",35500,Lanzarote,local,false,,"COMPAÑÍA CANARIA DE EMISIONES, S.L.",true,false,true,General,,,false,ES_1967,28.9586234,-13.5568998,e-tienda,,2022-09-06T08:54:05.252Z,2023-01-27T11:10:56.762Z,2022-09-06T09:22:58.469Z,"radio, web, app",spanish,advertising,Las Palmas,Canarias,,,,,,,,,,,,
2425,La Voz de la Ribera,true,http://www.lavozdelaribera.es/,https://www.facebook.com/lavozdelaribera,https://twitter.com/lavoztudela,https://www.youtube.com/channel/UC6c1AyAyrA8TBgHBmLXrvRg,https://www.instagram.com/la_voz_de_la_ribera/,,,,,2005,,,,ES,"Alberto Pelairea nº 2, 31500 Tudela",31500,Tudela,local,false,, Belio Urzáiz y Otros SL,false,false,true,General,,,false,ES_1964,42.0615768,-1.6084385,,,2022-09-06T09:21:40.013Z,2023-01-27T11:12:12.302Z,2022-09-06T09:22:58.469Z,web,spanish,advertising,Navarra,Navarra, Comunidad Foral de,,,,,,,,,,,
2426,La Voz de la Sierra,true,http://lavozdelasierra.es/,https://www.facebook.com/lavozdelasierra.es/,https://twitter.com/lavozdelasierra,,,,,,,2004,,,,ES,"La Venta, 1, 28400 Collado Villalba (Madrid)",28400,Collado Villalba,local,false,,,true,false,true,General,,private,false,ES_1965,40.6308775,-4.0055605,,,2022-09-06T09:11:21.546Z,2023-01-27T11:12:01.065Z,2022-09-06T09:22:58.469Z,"print, web",spanish,advertising,Madrid,Madrid, Comunidad de,,,,,,,,,,,
2427,La Voz de la Subbética,true,http://www.lavozdelasubbetica.es/,https://www.facebook.com/lavozdelasubbetica/,https://twitter.com/VozSubbetica,https://www.youtube.com/channel/UC1mNIW9G_-OT8XBTr_aj9Vg,https://www.instagram.com/vozsubbetica/,,,,,2017,2017-01-01,,,ES,,,,local,true,,,true,false,true,General,,private,false,ES_1966,,,,,2022-09-06T09:22:45.495Z,2023-01-27T11:10:39.991Z,2022-09-06T09:22:58.469Z,web,spanish,advertising,Córdoba,Andalucía,,,,,,,,,,,,
2428,La Voz del Bajo Cinca,false,http://www.lavozdelbajocinca.com/,https://www.facebook.com/lavozdelbajocinca,https://twitter.com/LaVozBajoCinca,,,,,,,,,2020,2020-04-01,ES,"Candasnos 1, 2º A - 22520 Fraga",22520,Bajo Cinca,local,false,,La Voz Edita y Comunica,,,,,,,false,ES_1981,41.5216974,0.34061,,,2022-09-06T09:21:59.179Z,2023-01-27T11:10:47.137Z,2022-09-06T09:22:58.469Z,web,spanish,,Huesca,Aragón,,,,,,,,,,,,
2429,La Voz del Campo,true,https://lavozdelcampo.es/,https://www.facebook.com/lavozdelcampo/,https://twitter.com/Aprocam,,,,,,,2014,,,,ES,,,,national,false,,Asociación Para la Promoción del Campo (APROCAM),false,false,false,Técnicas y profesionales,agricultores,private,false,ES_1982,,,,,2022-09-06T09:22:45.610Z,2023-01-27T11:11:31.016Z,2022-09-06T09:22:58.469Z,"print, web",spanish,advertising,Badajoz,Extremadura,,,,,,,,,,,,
2430,La Voz de Lemos,true,http://www.lavozdegalicia.es/lemos/,https://www.facebook.com/vozlemos,https://twitter.com/vozlemos,https://www.youtube.com/channel/UC9FB2JlX3j3pL80mBtRiEfw,https://www.instagram.com/lavozdegalicia/,,,,,,,,,ES,"Avda de la Prensa, Poligono Industrial de Sabón, par. 84-85, 15142 Arteijo, La Coruña",15142,"Chantada, Monforte, Quiroga",local,false,Corporación Voz de Galicia,La Voz de Galicia S.A.,false,false,true,General,,,false,ES_1968,43.314521,-8.5000668,e-tienda,,2022-09-06T08:54:34.400Z,2023-01-27T11:11:34.372Z,2022-09-06T09:22:58.469Z,"radio, print, web, app","spanish, galician","consultancy_events_and_other, branded_content, suscription_membership_payment, advertising",A Coruña,Galicia,,,,,,,,,,,,
2431,La Voz del Henares,false,http://www.lavozdelhenares.es/,https://www.facebook.com/lavozdelhenares.es,https://twitter.com/lavozdelhenares,,,,,,,2012,,,,ES,"Avellanos, 20 - 28813 Torres de la Alameda MADRID",28813,Henares,local,true,,José Ignacio Colás,,,,,,private,false,ES_1983,40.3997413,-3.360954,,,2022-09-06T09:16:59.665Z,2023-01-27T11:12:01.108Z,2022-09-06T09:22:58.469Z,web,spanish,,Madrid,Madrid, Comunidad de,,,,,,,,,,,
2432,La Voz del Najerilla,false,http://www.lavozdelnajerilla.com/,https://www.facebook.com/La-Voz-del-Najerilla-132742633427443,https://twitter.com/VozdelNajerilla,,,,,,,,,2018,2018-05-16,ES,"San Fernando, 71, 26300 Nájera, La Rioja, España",26300,Nájera,local,false,,,,,,,,,false,ES_1984,42.4179121,-2.7288149,,,2022-09-06T09:17:06.611Z,2023-01-27T11:12:25.245Z,2022-09-06T09:22:58.469Z,web,spanish,,La Rioja,Rioja, La,,,,,,,,,,,
2433,La Voz del Sur,true,http://www.lavozdelsur.es/,https://www.facebook.com/lavozdelsur.es,https://twitter.com/VozdelSurJerez,https://www.youtube.com/channel/UCtz9vZo12fpy-wV1JKBoFwA,https://www.instagram.com/lavozdelsures/,,,,,2011,,,,ES,Juan Sanchez 12  11403  - (Jerez De La Frontera) - Cádiz,11403,Jérez,local,true,,Comunicasur Media SL,false,false,true,General,,private,false,ES_1985,36.6794154,-6.1400793,,,2022-09-06T09:11:01.406Z,2023-01-27T11:10:38.800Z,2022-09-06T09:22:58.469Z,"web, print",spanish,advertising,Cádiz,Andalucía,,,,,,,,,,,,
2434,La Voz del Tajo,true,http://www.lavozdeltajo.com/,https://www.facebook.com/lavozdeltajo,https://twitter.com/vozdeltajo,https://www.youtube.com/channel/UCek1oediFvqh18S_rNSbYiA,https://www.instagram.com/lavozdeltajo/,https://t.me/vozdeltajo,,,,2001,,,,ES,San Francisco 21 1º A - 45600 Talavera de la Reina - Toledo (España,45600,Toledo,local,false,,"TAJO MEDIA, SL",false,false,true,General,,,false,ES_1986,39.962884,-4.8304536,,,2022-09-06T09:11:12.986Z,2023-01-27T11:11:03.667Z,2022-09-06T09:22:58.469Z,"print, web",spanish,advertising,Toledo,Castilla - La Mancha,,,,,,,,,,,,
2435,La Voz del Tajuña / Radio Morata,true,http://www.radiomorata.com/lavoz/,,https://twitter.com/radiomorata,https://www.youtube.com/channel/UCxrramkYtvZbyLa3PQVVnBQ,,,,,,2001,,,,ES,"Grupo Escolar, 1 - 28530 MORATA DE TAJUÑA (MADRID) – España -",28530,Morata de Tajuña,local,false,,Asoc. Cultural Morateña Radio Morata,true,false,true,General,,,false,ES_1987,40.2313089,-3.4402315,,,2022-09-06T09:16:58.907Z,2023-01-27T11:12:01.130Z,2022-09-06T09:22:58.469Z,"print, web, radio, app",spanish,"branded_content, advertising",Madrid,Madrid, Comunidad de,,,,,,,,,,,
